dt;feature1;feature2;feature3;feature4;feature5;feature6;feature7;feature8;feature9;feature10;feature11;feature12;feature13;feature14;feature15;feature16
06-02-2019;2156432.0;22480406.0;159064096.0;65812201.0;30547219.0;7544289.0;22254812.0;17662949.0;2836192.0;19873503.0;8132469.0;715998.0;749629.0;18105747.0;5430762.0;54319571.0
07-02-2019;2337192.0;17087209.0;106005864.0;48730488.0;20846220.0;14599398.0;16342629.0;37903989.0;4856785.0;22694496.0;10490971.0;472873.0;505160.0;19567935.0;5534453.0;58645846.0
08-02-2019;1124542.0;16616455.0;127016212.0;38157744.0;9984003.0;12709177.0;15867048.0;21014037.0;5673175.0;23394596.0;7943074.0;394320.0;1608471.0;25939865.0;4375445.0;49964558.0
09-02-2019;896727.0;12450038.0;59196984.0;36785121.0;5046426.0;4337776.0;21483269.0;13890527.0;1400615.0;27394658.0;6258172.0;340234.0;696007.0;11668200.0;2948474.0;37562207.0
10-02-2019;1876008.0;15147738.0;76464590.0;33379921.0;17789849.0;16655307.0;23538550.0;13109151.0;2820840.0;16870383.0;8715187.0;355175.0;1276931.0;15441579.0;3099992.0;25381273.0
11-02-2019;6590808.0;19468261.0;234367064.0;247070972.0;67501519.0;11702058.0;23404665.0;39582750.0;2700789.0;22603565.0;12800928.0;2586675.0;797790.0;24879287.0;5591828.0;141564471.0
12-02-2019;3878097.0;29580445.0;314676683.0;262487312.0;96354483.0;12767843.0;29914594.0;46100022.0;3423117.0;21803400.0;18443717.0;746700.0;983982.0;35791291.0;6894196.0;101281049.0
13-02-2019;2420025.0;22811896.0;240671984.0;222302050.0;76527511.0;19824162.0;27065648.0;34237654.0;3200430.0;53866524.0;9131883.0;1186000.0;456124.0;35194781.0;6103967.0;113861102.0
14-02-2019;2641444.0;20388153.0;169528683.0;96781021.0;31876395.0;18401396.0;26010752.0;24052845.0;3810806.0;25664461.0;13075471.0;894050.0;2374391.0;33816307.0;5310183.0;51603241.0
15-02-2019;3943488.0;18486027.0;137599007.0;82178634.0;13924640.0;19588316.0;25014432.0;29184558.0;4211907.0;33328679.0;11433536.0;598225.0;2639109.0;23855036.0;4645865.0;35283491.0
16-02-2019;1469501.0;13379940.0;99390258.0;45155235.0;24063468.0;10204959.0;29585511.0;14792384.0;5330944.0;27536237.0;8267155.0;533588.0;1175569.0;19052793.0;3170451.0;24309712.0
17-02-2019;1443872.0;19016728.0;113833279.0;38532109.0;21827775.0;8279856.0;25529723.0;19625730.0;2760559.0;22699703.0;5796465.0;910900.0;663661.0;18430724.0;5310167.0;28842404.0
18-02-2019;2173200.0;21658855.0;173376108.0;67362775.0;29899760.0;14154982.0;25945160.0;31508454.0;3948381.0;30381505.0;8940211.0;1469587.0;1385879.0;22384450.0;5507809.0;33234206.0
19-02-2019;2334659.0;27772249.0;147274463.0;106567206.0;20179429.0;14250597.0;20535353.0;18985406.0;4107250.0;23428864.0;8849470.0;844897.0;922872.0;37188447.0;5017921.0;78029389.0
20-02-2019;1725302.0;23752403.0;126557401.0;56294230.0;12195818.0;10234333.0;17014638.0;25484950.0;2689363.0;24811973.0;7929527.0;723550.0;696108.0;18689486.0;4989966.0;24596899.0
21-02-2019;3557598.0;21793895.0;153516353.0;68545844.0;14855770.0;12263737.0;21908169.0;28891906.0;3753887.0;23652519.0;7945458.0;520770.0;625720.0;17702276.0;5099407.0;26497324.0
22-02-2019;1829158.0;21770991.0;153570895.0;51014739.0;14720531.0;6320309.0;16310147.0;18211160.0;7195716.0;25191315.0;5098829.0;373539.0;277124.0;23673570.0;5999759.0;51613513.0
23-02-2019;1187761.0;18410967.0;83767728.0;31361097.0;21363389.0;10410065.0;14353948.0;9184279.0;1208363.0;22500188.0;7256966.0;303000.0;1000380.0;21568758.0;2587801.0;21385591.0
24-02-2019;1471315.0;23919528.0;142959357.0;39777537.0;20561008.0;8248036.0;22521583.0;21269392.0;5402102.0;24560466.0;7099299.0;213800.0;758442.0;18412744.0;3761603.0;17282137.0
25-02-2019;1567017.0;29842110.0;193022013.0;67060088.0;22149559.0;14973792.0;16891780.0;21300555.0;3870965.0;29418843.0;12781920.0;1339220.0;1007708.0;19970593.0;5186153.0;66716984.0
26-02-2019;1528738.0;44068043.0;166596382.0;61622865.0;14186275.0;8030001.0;25590942.0;24695014.0;3594495.0;27597287.0;13452000.0;1375400.0;1392890.0;20228314.0;3468441.0;60664452.0
27-02-2019;2794452.0;25007142.0;144644142.0;77546537.0;27069863.0;12168488.0;25460141.0;25569995.0;3578526.0;29868398.0;15438944.0;542425.0;1326400.0;18764193.0;6452919.0;33734562.0
28-02-2019;2206560.0;23329940.0;170242065.0;66790291.0;8755120.0;12101932.0;22996521.0;30808456.0;5102564.0;16496773.0;13527752.0;848600.0;273990.0;17698893.0;4198162.0;79506140.0
01-03-2019;2370295.0;33122502.0;153068070.0;55275717.0;4756621.0;13483539.0;22245645.0;31462711.0;2380718.0;28863129.0;12232629.0;439900.0;1379026.0;15149350.0;4006772.0;54030172.0
02-03-2019;1123958.0;22401650.0;137039426.0;71416492.0;5239240.0;12456220.0;16221962.0;60770999.0;3246486.0;31435385.0;9524270.0;327844.0;2129540.0;15593637.0;3460938.0;69214744.0
03-03-2019;1487936.0;20585723.0;126581241.0;52025550.0;12087572.0;18139831.0;25077766.0;8755608.0;2093272.0;27642222.0;10301053.0;746700.0;854090.0;14856810.0;4176071.0;41126398.0
04-03-2019;2049948.0;32610543.0;156883281.0;69612812.0;9114124.0;13445336.0;28826486.0;22163922.0;6029721.0;27110289.0;10237180.0;1999910.0;1168236.0;27602050.0;6491204.0;77859911.0
05-03-2019;2454527.0;30810462.0;155936065.0;65037122.0;16917980.0;9030865.0;38062858.0;31441473.0;4884187.0;29563681.0;10845941.0;727463.0;795950.0;36281949.0;5059575.0;45714396.0
06-03-2019;1989158.0;25248831.0;183700026.0;63040462.0;14977329.0;12897379.0;31467397.0;25184343.0;2893976.0;28586562.0;10608490.0;926113.0;836945.0;25433695.0;6278983.0;46714037.0
07-03-2019;1779933.0;22033183.0;153121261.0;79330233.0;7548100.0;12606122.0;21052006.0;13069854.0;3585699.0;33274381.0;10344489.0;188900.0;1542227.0;22114818.0;3861177.0;46900219.0
08-03-2019;1317853.0;19239140.0;114332709.0;43826248.0;11182423.0;15705392.0;21716897.0;10261495.0;2869248.0;19710095.0;9233112.0;1156891.0;946309.0;17471028.0;3489573.0;49827171.0
09-03-2019;700909.0;18075361.0;97516669.0;39001943.0;12747770.0;4866756.0;15097777.0;10759963.0;2247290.0;23623957.0;7414560.0;387358.0;583230.0;15709080.0;2840168.0;20319221.0
10-03-2019;1358322.0;24944649.0;78480128.0;38331124.0;3690159.0;7079582.0;22718032.0;8423499.0;2927470.0;19572444.0;6048384.0;705395.0;796933.0;17623914.0;3144307.0;51267266.0
11-03-2019;1710193.0;29035208.0;151423486.0;89999028.0;12284040.0;11580178.0;23107601.0;17450674.0;3688575.0;24402811.0;12316807.0;829250.0;1116618.0;23135386.0;4401860.0;48378337.0
12-03-2019;1959339.0;25328618.0;220802082.0;110801932.0;8928310.0;24728913.0;19697463.0;27037634.0;13910832.0;32749222.0;21427881.0;1264992.0;1980668.0;24637391.0;5287128.0;90695028.0
13-03-2019;1281770.0;32328000.0;155168985.0;62270400.0;13659149.0;25296409.0;23891143.0;16117186.0;7265958.0;31818745.0;9397478.0;1441571.0;1335378.0;23762934.0;6706205.0;59027772.0
14-03-2019;1351053.0;21349449.0;195347683.0;56493781.0;9893101.0;9083597.0;16002150.0;45125701.0;3755997.0;29101182.0;8971977.0;1255417.0;1105340.0;19764636.0;3757518.0;32804852.0
15-03-2019;2391365.0;25624864.0;126125503.0;40292177.0;6190566.0;47043395.0;76320204.0;18295699.0;2815957.0;20995242.0;14156204.0;539800.0;777140.0;19541025.0;4547572.0;37681125.0
16-03-2019;1335041.0;21278031.0;123431714.0;25454892.0;12934009.0;17991869.0;15166399.0;10372562.0;3529422.0;25616601.0;6869164.0;363276.0;1853328.0;17492242.0;4319834.0;24452941.0
17-03-2019;2344711.0;17933005.0;94468327.0;31643152.0;28071104.0;13076385.0;16330374.0;11900627.0;3631770.0;30880558.0;9874485.0;411010.0;2515504.0;20434497.0;4016398.0;26078700.0
18-03-2019;2138069.0;22420856.0;153956303.0;54678178.0;16853013.0;10099810.0;23962003.0;20735576.0;4818155.0;28543194.0;10066308.0;840425.0;928565.0;20936023.0;4202564.0;62584294.0
19-03-2019;2224499.0;22066513.0;135257350.0;65702466.0;24626212.0;11186012.0;23761168.0;22275258.0;4503813.0;28706284.0;11766976.0;371000.0;775965.0;24418516.0;5327430.0;100684169.0
20-03-2019;2318372.0;46463384.0;200512453.0;40719222.0;21714764.0;14041079.0;19629826.0;20600706.0;4065842.0;26553196.0;20891029.0;1117400.0;822307.0;20615883.0;3986688.0;31663855.0
21-03-2019;2216852.0;21211354.0;161843503.0;105680291.0;18508962.0;17528829.0;20783661.0;20886380.0;2537838.0;28124003.0;7624754.0;467600.0;513334.0;25168701.0;5492291.0;41187529.0
22-03-2019;1207576.0;30993176.0;105416667.0;47762280.0;7629237.0;21276767.0;21701695.0;25602560.0;3860132.0;30165648.0;11201211.0;871400.0;813849.0;16658406.0;3502019.0;38317720.0
23-03-2019;1440116.0;12904235.0;73543703.0;44421376.0;17126910.0;23187856.0;18190745.0;11816697.0;1580040.0;17862994.0;9098907.0;434480.0;813649.0;16020701.0;2618179.0;38008624.0
24-03-2019;1598312.0;14604098.0;83251850.0;43543376.0;22949640.0;16373926.0;20631441.0;11623628.0;1352242.0;19516649.0;7904402.0;262210.0;1318824.0;12611585.0;4714677.0;28485083.0
25-03-2019;1089525.0;21029786.0;100287428.0;35110192.0;11740750.0;21918484.0;22769459.0;30649306.0;3385749.0;22470577.0;10338328.0;552758.0;750878.0;16990001.0;4014784.0;21524924.0
26-03-2019;1190487.0;30994616.0;133825079.0;56977518.0;42155389.0;9934485.0;24542349.0;18760870.0;3444892.0;21369890.0;11979664.0;2680013.0;1439254.0;18516390.0;6207605.0;89975391.0
27-03-2019;1350509.0;25641772.0;142258618.0;41098793.0;42399791.0;4499949.0;28036131.0;27609937.0;5635207.0;31971353.0;11424681.0;1309691.0;1283496.0;15880042.0;5876615.0;72560575.0
28-03-2019;1263726.0;25400634.0;131446667.0;42530359.0;14820544.0;14024994.0;17574394.0;18025877.0;4489464.0;35046292.0;17669077.0;1192700.0;714225.0;19870423.0;3844742.0;54286789.0
29-03-2019;1574540.0;22963118.0;142027826.0;43751763.0;13452735.0;8362991.0;15185283.0;27631586.0;9988010.0;31086644.0;9494645.0;522840.0;999699.0;16573058.0;3402368.0;36155284.0
30-03-2019;1154616.0;11561103.0;133670634.0;32727036.0;15535277.0;4529826.0;12653783.0;20662790.0;7339956.0;24287089.0;7150748.0;934812.0;313389.0;16955402.0;4067747.0;51272739.0
31-03-2019;2235576.0;23097361.0;94660957.0;24568789.0;26908329.0;13086593.0;21751599.0;15799473.0;5249286.0;53617050.0;6688939.0;304899.0;1486130.0;15531100.0;4449835.0;41364645.0
01-04-2019;3291136.0;55776714.0;472675455.0;216075829.0;222478803.0;40817301.0;93693025.0;79557346.0;10251662.0;69764355.0;20452938.0;960832.0;2261722.0;59873885.0;7571903.0;190870155.0
02-04-2019;3196053.0;95791976.0;342708964.0;166435972.0;142717770.0;24465923.0;73686627.0;47509326.0;10197124.0;67548659.0;13241682.0;571400.0;2036377.0;40420649.0;6909450.0;144290806.0
03-04-2019;2869549.0;37669568.0;202356857.0;117832728.0;63719235.0;24522900.0;50482250.0;22933265.0;5852709.0;40015558.0;15261591.0;1030002.0;1061023.0;28714785.0;6667463.0;69453092.0
04-04-2019;5084490.0;27998178.0;162243709.0;101503369.0;39281018.0;25452785.0;408511741.0;31559775.0;4195140.0;38910865.0;8137731.0;567800.0;1554835.0;28291791.0;5344653.0;67201518.0
05-04-2019;1741122.0;22901118.0;173265154.0;68633891.0;40520270.0;45747266.0;28392266.0;20138479.0;3698116.0;31082020.0;9948943.0;621597.0;1166600.0;26052017.0;3409016.0;39757129.0
06-04-2019;1682470.0;15651380.0;92500377.0;76968591.0;14399600.0;13413942.0;24442703.0;19945376.0;2825127.0;29316165.0;9254993.0;473108.0;1656273.0;18536630.0;3021348.0;37349270.0
07-04-2019;2586518.0;18313775.0;81095562.0;31366236.0;41520815.0;6958772.0;21852298.0;17555806.0;3943341.0;39979412.0;9092970.0;273900.0;746980.0;21128683.0;4342689.0;29537974.0
08-04-2019;1255770.0;22728382.0;257558110.0;131578559.0;74451010.0;19084885.0;71493111.0;49990898.0;3739788.0;29758550.0;12364620.0;937900.0;1411102.0;29043995.0;6330309.0;82005709.0
09-04-2019;2894940.0;19996790.0;180756753.0;65142374.0;16991955.0;12600524.0;28680054.0;20058516.0;6321214.0;28273218.0;9814025.0;1840300.0;2338939.0;19934350.0;6310223.0;38394487.0
10-04-2019;1784210.0;25912913.0;163689664.0;63745821.0;11474292.0;20272795.0;26129853.0;25409915.0;3894835.0;29856637.0;11598275.0;602000.0;1889262.0;24284597.0;5639631.0;32442600.0
11-04-2019;2771887.0;19665650.0;125100941.0;54008817.0;9092152.0;9765458.0;25998415.0;15368387.0;6873225.0;27320970.0;9104780.0;815877.0;2256320.0;16439153.0;5544600.0;30388282.0
12-04-2019;3105292.0;16921338.0;279663035.0;90421173.0;10824319.0;17085082.0;20516721.0;10316235.0;4226823.0;36251761.0;8006702.0;1209357.0;1355690.0;20547823.0;4329201.0;39237928.0
13-04-2019;1512384.0;15756400.0;131211180.0;60512495.0;10026171.0;12604012.0;11716908.0;19563645.0;4153526.0;18554033.0;5565648.0;746000.0;1317509.0;15206246.0;3421757.0;29758178.0
14-04-2019;624670.0;15045065.0;76549792.0;22227408.0;25475160.0;6249079.0;12948785.0;7267213.0;2718656.0;13578790.0;8693418.0;1115578.0;1005114.0;15509360.0;2775024.0;21659562.0
15-04-2019;2078744.0;19837892.0;228475615.0;52822888.0;12856360.0;9847451.0;14812243.0;16358335.0;3320504.0;32066960.0;8059312.0;971900.0;1468130.0;25021604.0;3486669.0;76910571.0
16-04-2019;1814698.0;19191405.0;187399794.0;35479996.0;16288812.0;22438793.0;24724744.0;11609075.0;8544341.0;26230188.0;11634477.0;1131520.0;1337939.0;18128293.0;6026338.0;56398383.0
17-04-2019;1144867.0;16494587.0;98009772.0;45345733.0;3771336.0;5088965.0;19392713.0;11687004.0;1612300.0;13442377.0;5388782.0;1443380.0;597049.0;12327970.0;3415048.0;30771585.0
18-04-2019;548700.0;10785048.0;100648903.0;21293080.0;5547390.0;7667457.0;9984673.0;13389032.0;2401378.0;21383347.0;5560420.0;431200.0;496983.0;13027717.0;2893994.0;35615786.0
19-04-2019;1244076.0;11228153.0;101921423.0;16964338.0;3208450.0;7986812.0;20707987.0;7649151.0;2456708.0;14842579.0;4355802.0;849600.0;606436.0;12782665.0;2137358.0;49947617.0
20-04-2019;826937.0;9615085.0;101537499.0;43958484.0;23059000.0;13090508.0;17338653.0;10730781.0;3410594.0;21226232.0;9156403.0;435000.0;1027544.0;10981340.0;2480180.0;40922650.0
21-04-2019;3637728.0;14960466.0;116430888.0;34544775.0;17081050.0;7865536.0;12440699.0;21932857.0;1763857.0;25026558.0;8618368.0;1060140.0;2658567.0;11150697.0;3310725.0;32313415.0
22-04-2019;1111939.0;30889937.0;250907960.0;54354813.0;24207801.0;20281781.0;23737535.0;49981623.0;5337111.0;34945528.0;10405418.0;2604700.0;1888297.0;23080336.0;6057658.0;53333854.0
23-04-2019;1326576.0;29519311.0;152470456.0;85001770.0;14482868.0;17228944.0;23141703.0;66599875.0;7324238.0;26789162.0;12036418.0;1227460.0;2616129.0;21473087.0;3667758.0;61668761.0
24-04-2019;1670908.0;30635038.0;154765263.0;54732494.0;29890239.0;13392042.0;25977810.0;32489583.0;3010824.0;27348000.0;12492420.0;2564470.0;1403658.0;21964172.0;4899848.0;40941967.0
25-04-2019;2165050.0;29905625.0;201477972.0;49430197.0;31451859.0;16139024.0;36027880.0;18559306.0;2792590.0;24823097.0;7812859.0;2088743.0;813064.0;24231170.0;4547167.0;51267084.0
26-04-2019;1336101.0;23977652.0;140371427.0;37520032.0;33205514.0;11950375.0;35638204.0;25314203.0;2529474.0;27130732.0;8535999.0;962711.0;1564918.0;18281251.0;2966234.0;38038607.0
27-04-2019;1086400.0;17236482.0;88286642.0;48282877.0;30238470.0;4726064.0;18080120.0;28341907.0;4221238.0;30050637.0;7577171.0;1097860.0;1457129.0;19429608.0;3770470.0;31124551.0
28-04-2019;984548.0;18172500.0;110863461.0;36136149.0;31738626.0;12290077.0;11880678.0;15443533.0;3914991.0;22985111.0;6422779.0;931220.0;1373411.0;14019904.0;4952663.0;35534674.0
29-04-2019;3646166.0;22280611.0;184860625.0;45467308.0;43193929.0;13501167.0;15936427.0;33024174.0;4833805.0;34885214.0;9091553.0;449800.0;2255727.0;16455555.0;7641587.0;51437662.0
30-04-2019;2072882.0;21110494.0;146868746.0;38110062.0;27106357.0;19261519.0;15763539.0;21108116.0;2963507.0;30214619.0;12676920.0;518300.0;1658483.0;19851733.0;3363931.0;56774637.0
01-05-2019;2295280.0;31655478.0;157035498.0;62765227.0;36792744.0;14048328.0;27436111.0;23615259.0;5671879.0;34108992.0;11570825.0;487000.0;1142108.0;23358762.0;4892409.0;38276961.0
02-05-2019;995520.0;30338638.0;103440044.0;62821225.0;25473772.0;15532834.0;21322578.0;18659305.0;2581464.0;38287573.0;11012566.0;536090.0;2161109.0;34757792.0;5592482.0;39529631.0
03-05-2019;1442439.0;25742811.0;125450217.0;70311133.0;50449897.0;6823650.0;31445215.0;15259351.0;5221232.0;35796423.0;9167065.0;1117200.0;1074248.0;23587470.0;3787378.0;55475736.0
04-05-2019;2138848.0;23357661.0;99054018.0;61478583.0;23530495.0;10632510.0;32957846.0;14082740.0;2848659.0;30597188.0;9820832.0;1535300.0;808609.0;17008984.0;3413995.0;80586861.0
05-05-2019;1863353.0;23065520.0;102043318.0;40180839.0;13209780.0;9286106.0;45854497.0;20790601.0;2577561.0;30428695.0;7478967.0;1523300.0;989176.0;41331755.0;4372878.0;48878782.0
06-05-2019;2486710.0;42765130.0;144692887.0;76806426.0;23642386.0;26511611.0;39211495.0;16765079.0;6161120.0;35705830.0;9443208.0;1477400.0;1612244.0;27932188.0;2602569.0;79190759.0
07-05-2019;1012682.0;35364472.0;161383066.0;58194637.0;11168767.0;13208838.0;26200298.0;21934760.0;3117382.0;37948213.0;9996480.0;389500.0;2282094.0;26000910.0;3897547.0;70618509.0
08-05-2019;1236320.0;35827389.0;147063565.0;103580500.0;10847604.0;15175483.0;18291431.0;17629646.0;8004662.0;38072113.0;9277393.0;1674399.0;1444730.0;42892622.0;5124269.0;45543654.0
09-05-2019;1378275.0;30929673.0;85014940.0;28582773.0;26421410.0;6767401.0;13724150.0;14822260.0;6558499.0;34181922.0;9062141.0;706627.0;558768.0;22176173.0;3874086.0;37574547.0
10-05-2019;2169287.0;23661212.0;111212393.0;73024409.0;19880180.0;19475776.0;18847155.0;16612850.0;3710753.0;16415293.0;7241184.0;858270.0;1161006.0;17849423.0;4490442.0;61503990.0
11-05-2019;945733.0;20077484.0;86443468.0;40957758.0;20844888.0;5276097.0;12869245.0;13686047.0;2649300.0;25040232.0;7993760.0;942500.0;1918476.0;18090300.0;3116006.0;68314393.0
12-05-2019;628700.0;20262944.0;185344361.0;27677223.0;15013120.0;11845259.0;10089009.0;15593679.0;1089998.0;21791649.0;5919969.0;1185600.0;1260367.0;12453337.0;2577216.0;70906891.0
13-05-2019;2058715.0;48006305.0;290851282.0;110824551.0;77961146.0;47505494.0;53370070.0;40444758.0;3889691.0;50075450.0;11826213.0;754174.0;934548.0;35951152.0;3518110.0;124715847.0
14-05-2019;2163471.0;40001533.0;227498864.0;104248018.0;56617428.0;51282920.0;40125336.0;36257127.0;4563736.0;58484277.0;16736865.0;2042920.0;2013084.0;29852205.0;5141923.0;77219063.0
15-05-2019;1345453.0;52877769.0;208557125.0;107063832.0;58778777.0;31695639.0;39979838.0;33788845.0;4559020.0;41999661.0;14491919.0;978260.0;531236.0;49551282.0;4319962.0;107129313.0
16-05-2019;1375338.0;44063986.0;170137299.0;126900729.0;47034205.0;42738130.0;32229163.0;37785426.0;8274290.0;61212697.0;13599807.0;800888.0;1270516.0;46025836.0;5123505.0;127396148.0
