dt;feature1;feature2;feature3;feature4;feature5;feature6;feature7;feature8;feature9;feature10;feature11;feature12;feature13;feature14;feature15;feature16
17-05-2019;2654928.0;73178126.0;477075026.0;194718008.0;138861744.0;60537756.0;110577322.0;76553054.0;14017192.0;116487917.0;18690283.0;1847170.0;1228390.0;59774655.0;5693872.0;296251095.0
18-05-2019;2341494.0;38962828.0;198003872.0;78941926.0;63156791.0;60202753.0;65836810.0;44620810.0;9222113.0;44554211.0;13624817.0;702797.0;937471.0;40278794.0;3877241.0;256938130.0
19-05-2019;2024023.0;37787070.0;182877040.0;106968070.0;65690772.0;10968386.0;72253799.0;42767040.0;4739212.0;94110846.0;13714269.0;2101000.0;1779729.0;40166597.0;4029931.0;142561157.0
20-05-2019;2000822.0;38789064.0;164344248.0;122446666.0;82251827.0;14374696.0;61448263.0;73223789.0;4745865.0;79994859.0;15844133.0;754198.0;1648340.0;49373053.0;5907119.0;145524174.0
21-05-2019;2971052.0;42915213.0;165408769.0;55166856.0;24662830.0;32519497.0;21492832.0;20259798.0;4745436.0;49196875.0;10734677.0;653310.0;1216718.0;38636277.0;4755925.0;55186683.0
22-05-2019;1753090.0;38510376.0;118997086.0;52106209.0;39871491.0;15252748.0;25586552.0;29499803.0;3305187.0;50520348.0;10435981.0;624989.0;3776967.0;26652057.0;6018607.0;83126397.0
23-05-2019;1746710.0;25414409.0;150798021.0;72070506.0;10866307.0;12249799.0;36628417.0;19857942.0;6358344.0;43212191.0;9767337.0;1252300.0;2758172.0;24118750.0;5898970.0;74231878.0
24-05-2019;2189419.0;23680697.0;95486975.0;59090503.0;7382462.0;16742834.0;17431296.0;20887918.0;5055590.0;35504238.0;9567282.0;442801.0;2211940.0;23581914.0;4466819.0;55902116.0
25-05-2019;836641.0;17295907.0;121406419.0;45689485.0;12950672.0;11285106.0;20646801.0;33604044.0;6219792.0;68916985.0;9409741.0;608800.0;1742205.0;26067478.0;6265704.0;187657594.0
26-05-2019;807047.0;14856040.0;48422509.0;37955382.0;4934372.0;4142645.0;16562674.0;31983097.0;1897240.0;41083548.0;10878022.0;317800.0;1394731.0;22917875.0;3364928.0;46230960.0
27-05-2019;2842156.0;25281993.0;132616607.0;64102649.0;21525198.0;18337804.0;20436584.0;22871117.0;4126261.0;40434098.0;12412267.0;446100.0;2199411.0;25140636.0;6631771.0;59314865.0
28-05-2019;1019419.0;25372457.0;156329320.0;65276695.0;29109783.0;12596148.0;26638220.0;29051813.0;4080434.0;31081790.0;10788510.0;660268.0;1879624.0;35067270.0;5820781.0;72690604.0
29-05-2019;2396784.0;23858544.0;78730490.0;65138887.0;32331156.0;21586066.0;18775619.0;12946085.0;6729926.0;43864664.0;9635549.0;807325.0;2457998.0;32684281.0;5966311.0;56555959.0
30-05-2019;1696371.0;24182954.0;108316386.0;91581617.0;17199699.0;11858425.0;19722329.0;32257435.0;6867515.0;31398825.0;12092238.0;887801.0;1080420.0;30999005.0;4811113.0;53527863.0
31-05-2019;1158909.0;23199505.0;145934770.0;55216512.0;13681011.0;12060675.0;20277143.0;30301413.0;5242036.0;28335996.0;8940845.0;1327301.0;960762.0;30158281.0;3758488.0;51176659.0
01-06-2019;1751683.0;19187159.0;122494167.0;53727273.0;12075776.0;5299046.0;21361453.0;14907639.0;6068494.0;29417341.0;10696921.0;829998.0;2055483.0;23757014.0;2902391.0;30172422.0
02-06-2019;1882707.0;15921834.0;101113819.0;51261787.0;8929095.0;7999871.0;13915936.0;17931127.0;2053011.0;23359608.0;10395753.0;1061301.0;1167639.0;25632585.0;3396348.0;45117771.0
03-06-2019;2261471.0;25872529.0;116244632.0;31582352.0;16185647.0;7522598.0;19338066.0;12942254.0;7190461.0;42077803.0;13523119.0;565000.0;1373403.0;36052417.0;3947614.0;39585311.0
04-06-2019;1940491.0;33374947.0;241141275.0;57893578.0;12376277.0;27029277.0;21376708.0;38254605.0;6462625.0;50406681.0;15783907.0;1102900.0;2097266.0;28651194.0;6999110.0;55155305.0
05-06-2019;2105515.0;35941541.0;117272170.0;71387412.0;15434381.0;20556136.0;19332033.0;18931300.0;7733636.0;41771032.0;13207499.0;2992952.0;1735050.0;27036113.0;6320889.0;48216070.0
06-06-2019;2804390.0;29169427.0;149259649.0;66512514.0;18909327.0;20877468.0;29565883.0;23410458.0;10288515.0;33965992.0;13671143.0;3260983.0;1055094.0;32991426.0;5582598.0;52741631.0
07-06-2019;2197632.0;27297445.0;145685126.0;77011586.0;12332766.0;10369073.0;18738602.0;33502127.0;12458855.0;34381740.0;9184164.0;1990000.0;1503759.0;25697076.0;4981219.0;78668006.0
08-06-2019;3172657.0;20009966.0;131365993.0;65431069.0;28055790.0;5377319.0;18632975.0;14290133.0;5422138.0;19548733.0;7682455.0;3983422.0;923114.0;21439840.0;4416265.0;80770929.0
09-06-2019;938693.0;20482002.0;110263618.0;30878757.0;41784048.0;5420468.0;19918695.0;26794753.0;5366023.0;25582597.0;8112436.0;1240380.0;1845549.0;28707959.0;4527921.0;60210029.0
10-06-2019;1025995.0;33825646.0;120044498.0;73273089.0;30088157.0;13012042.0;28633632.0;38498109.0;3891406.0;43559039.0;12024427.0;2290785.0;1839790.0;39510796.0;7201882.0;97707861.0
11-06-2019;2753583.0;31642823.0;188696662.0;60464545.0;49826923.0;13043699.0;26704441.0;22639887.0;6567063.0;42292661.0;13703723.0;1450581.0;1493947.0;32376695.0;6896851.0;388550678.0
12-06-2019;2738725.0;41419685.0;154502573.0;79703309.0;26427606.0;14026763.0;30217040.0;25250676.0;9792405.0;38952593.0;11677682.0;4722614.0;920121.0;35885125.0;6213966.0;137921344.0
13-06-2019;2039928.0;27178526.0;110827807.0;40096828.0;33247258.0;10328616.0;22403654.0;21292596.0;3360690.0;35815335.0;9500101.0;996280.0;2640895.0;31497804.0;5157576.0;72225740.0
14-06-2019;1582624.0;33711839.0;211908688.0;66709908.0;40610708.0;12736585.0;26975829.0;19176126.0;6192124.0;50246877.0;10775714.0;1173789.0;1580807.0;24548833.0;3704691.0;86517914.0
15-06-2019;815328.0;21000543.0;78259987.0;37319858.0;30912842.0;9677340.0;23885711.0;11777233.0;3837350.0;27643209.0;8811914.0;322650.0;1279888.0;25912140.0;3598370.0;82378503.0
16-06-2019;833124.0;22398156.0;146372643.0;33081739.0;57325991.0;2648249.0;18696854.0;16052558.0;2624371.0;43782971.0;9237693.0;822159.0;1412518.0;21676053.0;4441522.0;66609521.0
17-06-2019;2561631.0;96321678.0;456750387.0;306227468.0;228024181.0;58901657.0;123446852.0;169835281.0;12570076.0;168885386.0;25942568.0;3979830.0;5089698.0;71533933.0;16400689.0;325258227.0
18-06-2019;4947081.0;69122164.0;371554950.0;246038198.0;143145347.0;59651413.0;85921681.0;117967544.0;9167571.0;125250986.0;24517877.0;3155104.0;3005533.0;64691292.0;10353564.0;283795289.0
19-06-2019;3980840.0;47613356.0;180017252.0;143781752.0;74439780.0;47348027.0;61447056.0;70941751.0;6746139.0;87265493.0;14198510.0;1168550.0;1085323.0;50537356.0;7864781.0;218223525.0
20-06-2019;3192766.0;41355035.0;153696536.0;94235164.0;40210818.0;28451685.0;56222438.0;52198348.0;6425857.0;61229579.0;17860760.0;604300.0;1594284.0;35936960.0;6713461.0;122832141.0
21-06-2019;2874712.0;40941386.0;198111129.0;111630052.0;23827189.0;20794394.0;43802998.0;26930244.0;6562718.0;51412883.0;13332836.0;221820.0;2278952.0;34028288.0;7922635.0;102872511.0
22-06-2019;1086421.0;29835188.0;110876865.0;68771478.0;38389743.0;15703260.0;29218095.0;26526757.0;6228010.0;33171036.0;8346408.0;770311.0;1274471.0;29122476.0;4141307.0;108025595.0
23-06-2019;1652970.0;32986416.0;97813822.0;59171732.0;25315361.0;13171549.0;25478927.0;20034627.0;3245621.0;33427655.0;8186805.0;1242725.0;1693836.0;19902526.0;3725944.0;56296627.0
24-06-2019;2425606.0;22896470.0;114767678.0;32905568.0;18511620.0;15384775.0;18806606.0;19600890.0;5951822.0;31459404.0;7323704.0;1218780.0;1901150.0;20963004.0;3427141.0;51956895.0
25-06-2019;2854626.0;29115085.0;156551742.0;60326192.0;38136970.0;18894548.0;27127021.0;29974615.0;4443493.0;59715413.0;12865962.0;442700.0;1130379.0;25327663.0;5508333.0;121228471.0
26-06-2019;1778396.0;37181342.0;171161336.0;78290394.0;12929506.0;36657606.0;32237615.0;47498670.0;6427213.0;76961183.0;11112961.0;895022.0;3953495.0;33247671.0;6659549.0;135827937.0
27-06-2019;2314213.0;32282420.0;564426303.0;56474032.0;16483597.0;50193431.0;31699003.0;28523040.0;3353810.0;62843515.0;8787433.0;1187581.0;2028183.0;25999140.0;7017098.0;104493608.0
28-06-2019;872866.0;21780107.0;235679648.0;102309221.0;12038989.0;14478839.0;19666037.0;17907049.0;7133241.0;41394109.0;12138378.0;1287750.0;1710796.0;22217327.0;6178959.0;71310463.0
29-06-2019;1529250.0;28366828.0;177696012.0;55346263.0;17733153.0;9117474.0;19336667.0;21847830.0;5450205.0;59707621.0;9586941.0;1692778.0;1652410.0;19622047.0;4295770.0;106002633.0
30-06-2019;1041352.0;21209040.0;158605034.0;33834402.0;13590806.0;11480499.0;18819043.0;21525884.0;2999852.0;47442331.0;7154900.0;447500.0;1454441.0;15481803.0;5361293.0;66224254.0
01-07-2019;1860649.0;27677864.0;197554118.0;62833388.0;32915748.0;8422027.0;31856682.0;19070941.0;5521685.0;37993019.0;12343322.0;1468768.0;5916400.0;20481468.0;6631802.0;97323465.0
02-07-2019;2180255.0;30935885.0;145638826.0;53625977.0;19506305.0;18839587.0;28407199.0;28167130.0;4506418.0;50338131.0;11729097.0;1029252.0;3334383.0;28122091.0;5968217.0;71666385.0
03-07-2019;1290673.0;26230247.0;198638267.0;62127995.0;12780229.0;27800861.0;40138912.0;51198087.0;3456900.0;50407961.0;14219986.0;1305188.0;3256327.0;26663993.0;9048322.0;400769048.0
04-07-2019;1686159.0;33697051.0;162636898.0;87569243.0;18460822.0;10473704.0;27272545.0;54721271.0;3586170.0;61809305.0;12892757.0;274500.0;2558480.0;30314611.0;5470838.0;115820119.0
05-07-2019;3202658.0;29048869.0;168970808.0;73794680.0;22549472.0;14240612.0;33483320.0;25402275.0;7094071.0;33488634.0;11667267.0;897041.0;2321813.0;22474497.0;6784762.0;124309027.0
06-07-2019;2554942.0;19585118.0;93747977.0;39486537.0;17140650.0;11854902.0;33478209.0;20791585.0;2978238.0;38911264.0;10903709.0;981200.0;1447622.0;26626901.0;3871450.0;73927999.0
07-07-2019;1498279.0;21568951.0;144338014.0;23430889.0;20884164.0;6299145.0;27740779.0;27549907.0;2666553.0;35639077.0;16190341.0;1145500.0;1700148.0;19788685.0;5068944.0;64191508.0
08-07-2019;2330322.0;28201466.0;247519594.0;105070288.0;31457604.0;11819464.0;47926135.0;28293352.0;4902536.0;49594393.0;15157607.0;465135.0;2087823.0;32723284.0;8083265.0;104814350.0
09-07-2019;2396233.0;30929172.0;169531635.0;116348947.0;26091541.0;13561952.0;30746695.0;18339321.0;4079758.0;48125717.0;12728962.0;603857.0;2827252.0;23583547.0;8372784.0;100830887.0
10-07-2019;5488500.0;25331736.0;291420353.0;81271548.0;24784960.0;16792899.0;28253318.0;32165805.0;6012514.0;45268399.0;18488711.0;1104100.0;2592977.0;28822418.0;6004885.0;122438574.0
11-07-2019;2557895.0;27616288.0;230480956.0;67379196.0;19630820.0;11625498.0;16863113.0;34116637.0;3937279.0;38418707.0;14479221.0;809760.0;2786455.0;22801680.0;8311228.0;93931855.0
12-07-2019;1240329.0;20327460.0;186596834.0;87871035.0;26512045.0;18855196.0;30158438.0;24442991.0;2565110.0;30657086.0;9214402.0;1038300.0;1288879.0;24527946.0;5073230.0;80975157.0
13-07-2019;2180272.0;19534468.0;176910570.0;55229802.0;19475940.0;11357306.0;23199355.0;19579913.0;4927158.0;28739453.0;10668590.0;124900.0;696266.0;17728590.0;6856465.0;46484958.0
14-07-2019;1757575.0;20798004.0;133827399.0;40263506.0;34341240.0;12520324.0;27144525.0;10821922.0;3752188.0;32227062.0;11004835.0;930610.0;1586776.0;18888787.0;4248916.0;37428947.0
15-07-2019;2624135.0;27272504.0;172815009.0;71475358.0;44601568.0;32893419.0;25948733.0;21842853.0;4664165.0;46781084.0;15211109.0;880021.0;3367050.0;21227202.0;8546900.0;94251831.0
16-07-2019;2029240.0;27649778.0;179391970.0;69226274.0;26232139.0;12134986.0;26882585.0;26720439.0;5730240.0;51725901.0;15088683.0;362480.0;3032386.0;29302040.0;7185550.0;80012646.0
17-07-2019;3262420.0;24700238.0;173706896.0;145276169.0;75168072.0;10660684.0;35059578.0;30572606.0;7226226.0;43679385.0;10542024.0;1533380.0;1633884.0;29455314.0;6614728.0;81101886.0
18-07-2019;2715912.0;28851876.0;178659060.0;75922582.0;29074697.0;7187144.0;18334635.0;21304635.0;3406623.0;44933565.0;9797559.0;971100.0;2751572.0;21734491.0;7006987.0;99698183.0
19-07-2019;1913205.0;27894333.0;175192208.0;72276548.0;33991959.0;14346230.0;20751987.0;21740215.0;3409532.0;26340693.0;9725573.0;573100.0;1651151.0;20775642.0;4583746.0;86687844.0
20-07-2019;3026365.0;19098615.0;123197362.0;27668334.0;18103747.0;13192915.0;12407055.0;10540023.0;4497826.0;30059583.0;9573464.0;227700.0;1381764.0;16576836.0;2400354.0;71763258.0
21-07-2019;2492360.0;20282082.0;140941588.0;43294705.0;42059197.0;7784621.0;24777125.0;20899724.0;3387836.0;49530387.0;8365882.0;994900.0;2037328.0;22024361.0;4070049.0;93796638.0
22-07-2019;3025116.0;26503905.0;180540853.0;76970655.0;31207891.0;36362896.0;21696032.0;22352913.0;4268170.0;50812112.0;11183595.0;702960.0;1091628.0;25022747.0;6344397.0;116428537.0
23-07-2019;3822074.0;25918963.0;161888982.0;43044466.0;24436793.0;17415483.0;26814403.0;14920118.0;4888251.0;32665202.0;14074327.0;327372.0;1158915.0;23342547.0;5786695.0;122421789.0
24-07-2019;2025754.0;28105563.0;239614227.0;68098520.0;27295303.0;16477918.0;24960197.0;35750133.0;4562861.0;38287741.0;9079709.0;1937058.0;1485347.0;24596619.0;8424074.0;77214709.0
25-07-2019;3041869.0;22700167.0;144594281.0;73508121.0;17117508.0;8115967.0;24147686.0;11846733.0;5688577.0;41245290.0;11626291.0;658033.0;1561291.0;21586900.0;6773481.0;72230638.0
26-07-2019;1894787.0;25271135.0;150077681.0;65492344.0;14918113.0;17382132.0;18966445.0;21909989.0;6640668.0;35692786.0;13725103.0;294700.0;1961573.0;18342827.0;5020093.0;46465000.0
27-07-2019;2563850.0;19097414.0;86445301.0;37640621.0;6667642.0;8428512.0;17569168.0;11309826.0;4207078.0;32900491.0;6828282.0;841300.0;1299513.0;16633363.0;4862443.0;31840673.0
28-07-2019;1301258.0;19703082.0;90751290.0;24949194.0;16254957.0;7190853.0;14772632.0;24909851.0;4785440.0;44430462.0;7612485.0;341500.0;2657765.0;21077142.0;6145289.0;89971079.0
29-07-2019;1997436.0;26198812.0;162600738.0;46769167.0;18371618.0;13773417.0;32141286.0;24174850.0;4489444.0;46189107.0;12832572.0;438740.0;1595312.0;23386205.0;6264096.0;130702301.0
30-07-2019;2962557.0;25377779.0;163156950.0;82310625.0;18938365.0;23971311.0;20992026.0;23753238.0;6007974.0;42632820.0;11889717.0;1545344.0;1759763.0;23207507.0;7904561.0;108629543.0
31-07-2019;2474569.0;34345954.0;253201084.0;91998006.0;17028671.0;19035121.0;31233103.0;27886897.0;6115183.0;51498072.0;15310418.0;1386605.0;2236264.0;32507995.0;5969399.0;166177963.0
01-08-2019;2966530.0;35389887.0;301905384.0;87879455.0;31792069.0;42338191.0;40897723.0;35488970.0;6344027.0;67070791.0;16252474.0;1521801.0;2347814.0;40543291.0;6502842.0;193242683.0
02-08-2019;2560234.0;24941179.0;239388567.0;87667299.0;30530359.0;21227956.0;23904225.0;23475096.0;4748391.0;48487238.0;12002618.0;504700.0;987693.0;30553379.0;5824762.0;167212389.0
03-08-2019;930513.0;16478794.0;140951326.0;70252858.0;11098890.0;10759371.0;14926364.0;24890569.0;5070429.0;62661558.0;7621506.0;910203.0;671051.0;26116360.0;6485449.0;121891342.0
04-08-2019;1226596.0;21952025.0;128501539.0;45455407.0;23464560.0;16951538.0;25954878.0;27656890.0;3229786.0;47484007.0;10388206.0;1714400.0;1631734.0;23492735.0;5553949.0;111453549.0
05-08-2019;2544452.0;21212515.0;152559827.0;68622022.0;18145146.0;14606884.0;28697981.0;31218432.0;5628017.0;52103452.0;15445580.0;296500.0;2006923.0;21658105.0;5640937.0;138380614.0
06-08-2019;2042789.0;24198141.0;146338994.0;125305259.0;21235689.0;24549564.0;27868165.0;42829972.0;4328419.0;58969893.0;15089645.0;1202194.0;2790789.0;39723514.0;6399801.0;108089481.0
07-08-2019;4010712.0;19208783.0;141248113.0;63205033.0;26603138.0;15109042.0;24899521.0;31941874.0;6398123.0;55169577.0;10479276.0;1643880.0;1985395.0;24913715.0;5106866.0;122067495.0
08-08-2019;1409190.0;23735775.0;230949370.0;116751069.0;16210843.0;15604167.0;20308059.0;70332580.0;4316992.0;98176435.0;11411251.0;1292980.0;2644096.0;38424749.0;5711481.0;159324838.0
09-08-2019;2175674.0;20119075.0;105440507.0;77111762.0;16211732.0;14243718.0;23574873.0;44618962.0;8283148.0;59840138.0;12197817.0;1471600.0;1411790.0;41158428.0;4117888.0;93935471.0
10-08-2019;1019991.0;18820492.0;182325757.0;51112692.0;6954670.0;9152533.0;18090591.0;31001008.0;4586178.0;35131762.0;14172202.0;724501.0;4504463.0;23579595.0;4629641.0;151180537.0
11-08-2019;2261409.0;20623195.0;113086340.0;50637636.0;37664580.0;13598027.0;30001306.0;32918562.0;5179788.0;47196550.0;10592093.0;983700.0;1293549.0;26708877.0;4729513.0;94913036.0
12-08-2019;2738002.0;23977617.0;166617449.0;87555075.0;17507962.0;27209544.0;26811865.0;61622526.0;7623385.0;66787962.0;16695300.0;950875.0;2033276.0;31433105.0;6896071.0;179878344.0
13-08-2019;3370398.0;25610768.0;213657108.0;111972246.0;23198308.0;26577614.0;34857280.0;36083170.0;7709631.0;65280032.0;17474203.0;796620.0;2951492.0;27403491.0;7845770.0;161318571.0
14-08-2019;3950316.0;31117157.0;150363600.0;63100141.0;20037309.0;25645278.0;27149957.0;48794526.0;6363288.0;56639898.0;19450561.0;1194312.0;2076835.0;27955197.0;6169535.0;139569089.0
15-08-2019;3033910.0;26949867.0;195409393.0;60330007.0;19008558.0;49018204.0;31677169.0;35208221.0;6280082.0;51842451.0;14033969.0;850025.0;1507905.0;31631158.0;6047166.0;100869800.0
16-08-2019;2341915.0;20525248.0;190367744.0;83566166.0;47708799.0;13898865.0;33263513.0;28641533.0;6542837.0;44585080.0;11146313.0;284480.0;1305146.0;30930683.0;2801268.0;125505583.0
17-08-2019;1621778.0;12912457.0;84040672.0;53720600.0;11152475.0;5858936.0;22921591.0;29014328.0;1845473.0;33020333.0;10703901.0;562230.0;440900.0;20626659.0;2654069.0;83810734.0
18-08-2019;600719.0;13941105.0;106645653.0;20282278.0;8235679.0;8449206.0;21901834.0;15427194.0;5935668.0;26052448.0;14361048.0;564901.0;829874.0;22266392.0;2396938.0;46491738.0
19-08-2019;3729589.0;17256866.0;110394535.0;63584782.0;17801759.0;7024741.0;23951550.0;41567623.0;5716666.0;43221984.0;12956059.0;494390.0;1565863.0;23727141.0;4478433.0;80275774.0
20-08-2019;5993580.0;26317598.0;264376878.0;114490494.0;16911670.0;14774877.0;28623439.0;40108334.0;4015613.0;47340986.0;13580610.0;891140.0;1364223.0;34903614.0;4809282.0;205910304.0
21-08-2019;2354880.0;26963220.0;182891123.0;99096919.0;14011986.0;18515565.0;36075364.0;108148430.0;7795985.0;55487519.0;16622360.0;810920.0;1249958.0;49283505.0;5128733.0;108081306.0
22-08-2019;1808051.0;20744915.0;189868436.0;93931582.0;33784812.0;34038752.0;36018871.0;36801432.0;7154827.0;56161233.0;18500519.0;430340.0;1267443.0;27736014.0;6881493.0;105070515.0
23-08-2019;1847877.0;18693477.0;149396868.0;81801483.0;11876275.0;8537296.0;22285315.0;26859957.0;3758990.0;31769799.0;11159243.0;187220.0;973800.0;25848473.0;3244912.0;98296154.0
24-08-2019;1012604.0;14676447.0;134931181.0;36023382.0;19502280.0;10561865.0;15831032.0;14360389.0;3426478.0;28581214.0;12451793.0;649100.0;512199.0;14977363.0;2643012.0;37379509.0
25-08-2019;2065831.0;22722967.0;128541679.0;55627887.0;32816232.0;4636094.0;50116750.0;27688320.0;5437870.0;62723583.0;14030762.0;282900.0;1641469.0;35834517.0;3726280.0;54544391.0
26-08-2019;4213307.0;42222690.0;396445272.0;173463978.0;80856810.0;46465225.0;68135949.0;73034137.0;9845311.0;97656917.0;30081157.0;313890.0;4117394.0;44969381.0;7407292.0;381063307.0
27-08-2019;5103222.0;64780440.0;383872969.0;162518953.0;57803772.0;63358912.0;100179384.0;69122903.0;9332712.0;90097375.0;17070283.0;1317939.0;2775707.0;73904902.0;9024985.0;259698515.0
28-08-2019;3718934.0;49701009.0;299316540.0;149330126.0;58896919.0;57725343.0;76487264.0;88345342.0;8043983.0;478537910.0;22030460.0;1339973.0;3403321.0;48994104.0;8063397.0;245152060.0
29-08-2019;3307203.0;35162570.0;303717468.0;146576792.0;79849890.0;49235892.0;79477499.0;92468423.0;6933254.0;80704672.0;24277514.0;1438402.0;1956508.0;48765168.0;8036893.0;266964618.0
30-08-2019;2439037.0;38804849.0;367988096.0;102588975.0;59958299.0;37789512.0;72746475.0;84723795.0;13485237.0;86183310.0;20037234.0;533555.0;2424059.0;45095002.0;6671996.0;212160530.0
31-08-2019;3267140.0;44041166.0;228729631.0;105129388.0;48772015.0;11360042.0;68016098.0;67672368.0;3240994.0;64529370.0;18162399.0;571052.0;2083164.0;49953717.0;7527211.0;158848768.0
01-09-2019;2494151.0;41786146.0;240088657.0;94677130.0;37217254.0;18129056.0;57162544.0;53863421.0;6563186.0;93335673.0;19488784.0;1593114.0;2403081.0;36637516.0;5404845.0;161374934.0
02-09-2019;4589570.0;40211970.0;305485587.0;118611985.0;50534927.0;33204046.0;77269338.0;71585636.0;9010779.0;84128119.0;23966943.0;1074481.0;3077169.0;53524840.0;7938859.0;208567565.0
03-09-2019;2863299.0;53650266.0;255388468.0;163427896.0;51259256.0;45021051.0;62273044.0;90401457.0;5442158.0;75086816.0;25317412.0;1188170.0;5877171.0;38848648.0;6306653.0;176050915.0
04-09-2019;4298492.0;49010658.0;290413164.0;150271487.0;27698846.0;35686562.0;65862598.0;69700896.0;12138613.0;93603889.0;24841999.0;4380310.0;2689054.0;39533555.0;7693109.0;195409432.0
05-09-2019;4114992.0;49223617.0;323422280.0;128836929.0;26757507.0;28437997.0;70374748.0;53830341.0;9362483.0;74551984.0;25804631.0;896500.0;2381165.0;48684018.0;12036042.0;180383398.0
06-09-2019;4083503.0;35553257.0;223494893.0;77458567.0;40855871.0;25384058.0;57997320.0;65223546.0;3478827.0;78630782.0;19228757.0;630790.0;1128324.0;40575381.0;5371843.0;137611203.0
07-09-2019;4571278.0;20902877.0;218454324.0;89818540.0;26398128.0;21847611.0;52124036.0;53822401.0;3476410.0;57949429.0;16826943.0;2000934.0;1962268.0;31009770.0;4230351.0;94407125.0
08-09-2019;1988798.0;34572002.0;168730237.0;74479545.0;18789481.0;25689168.0;50727398.0;52701910.0;5630521.0;57810852.0;16589378.0;1353530.0;3044557.0;38448936.0;3875515.0;109980814.0
09-09-2019;2709398.0;26441532.0;233781744.0;105236532.0;18577999.0;33625867.0;59160324.0;43978595.0;7552391.0;67059571.0;19537642.0;681180.0;4713655.0;35844073.0;6814035.0;116107214.0
10-09-2019;3340421.0;32067202.0;238601551.0;106722551.0;24454830.0;23874048.0;59786680.0;37755335.0;11355107.0;58730266.0;22439854.0;2697700.0;2268876.0;39466886.0;6742559.0;106687126.0
11-09-2019;4622504.0;32240807.0;186276999.0;121149067.0;17933625.0;22454748.0;53304073.0;49281778.0;8627788.0;45413614.0;17502390.0;526700.0;4605418.0;35258243.0;8051200.0;161766943.0
12-09-2019;3553503.0;29377967.0;199138451.0;74811083.0;19283543.0;28405258.0;46049395.0;49918612.0;6368377.0;73432962.0;18196378.0;336100.0;1364793.0;34335928.0;7687138.0;127404792.0
13-09-2019;2187469.0;27288656.0;143127135.0;67980275.0;25237299.0;18413711.0;42304892.0;38178890.0;4315912.0;379742470.0;16950492.0;508400.0;2092780.0;32158580.0;4758857.0;105411426.0
14-09-2019;2250399.0;24973538.0;180354712.0;52766183.0;11857330.0;12571693.0;28711085.0;28998232.0;4944199.0;40282174.0;17257931.0;1576200.0;1459789.0;26900343.0;4770083.0;58496853.0
15-09-2019;2832832.0;29196551.0;155585585.0;52607405.0;36640712.0;20400925.0;44149160.0;42100579.0;4685217.0;49655226.0;13072610.0;662393.0;2468168.0;33053007.0;6821698.0;110468438.0
16-09-2019;2569856.0;32777392.0;213272005.0;102221448.0;48219665.0;38228098.0;42899576.0;44452701.0;8983344.0;55283894.0;16845008.0;880250.0;2776737.0;37073460.0;7629554.0;179004090.0
17-09-2019;2452716.0;37451724.0;204576202.0;105118155.0;34236935.0;30515646.0;38236379.0;52380700.0;6064794.0;77217968.0;22647185.0;565300.0;1742310.0;34119939.0;9812547.0;139443195.0
18-09-2019;4289235.0;35064367.0;399441042.0;165283263.0;39849844.0;34817617.0;44040166.0;68813513.0;11514444.0;58482531.0;21585014.0;1047000.0;1025644.0;36146609.0;8096458.0;224702880.0
19-09-2019;4956547.0;29874839.0;259846541.0;73621495.0;13372120.0;30108183.0;34512640.0;47917836.0;3722759.0;73164627.0;16297377.0;682950.0;2662128.0;30937737.0;5852541.0;130516805.0
20-09-2019;3007157.0;23173918.0;257510332.0;77781402.0;21239000.0;10346183.0;23764653.0;47207828.0;5172747.0;70016499.0;14980913.0;1616547.0;2212976.0;27616890.0;4413559.0;129886471.0
21-09-2019;2834702.0;19947037.0;196581198.0;80083094.0;17943086.0;13675204.0;32526696.0;26691416.0;3696808.0;42994023.0;17570506.0;894300.0;1665831.0;21049121.0;4430238.0;75991359.0
22-09-2019;2422268.0;27024546.0;175521431.0;52641584.0;26554885.0;6560913.0;35214526.0;28640423.0;4042890.0;55204399.0;14409616.0;732400.0;1047911.0;30688760.0;5720795.0;62408870.0
23-09-2019;4413538.0;35563376.0;279688141.0;100320003.0;25356045.0;45152596.0;33487552.0;38227175.0;5861490.0;64522621.0;26179671.0;1758870.0;2230663.0;31183614.0;8227491.0;99969336.0
24-09-2019;3440033.0;34114050.0;295061553.0;126161668.0;44237180.0;27470225.0;30793762.0;49841304.0;6108515.0;56103298.0;24345349.0;877747.0;2584424.0;37682767.0;7579760.0;79806391.0
25-09-2019;4447854.0;28232723.0;268593018.0;150047444.0;41703548.0;23700851.0;38090319.0;44658702.0;7110220.0;47176120.0;21653494.0;767581.0;3965754.0;30001609.0;6592810.0;128623400.0
26-09-2019;2878125.0;31519840.0;323183235.0;127678912.0;28466073.0;41664658.0;34831910.0;45929204.0;6649591.0;54131600.0;16302400.0;2830200.0;2760222.0;31552688.0;4703642.0;146987437.0
27-09-2019;3032688.0;29641959.0;246226703.0;137504878.0;34347446.0;24424908.0;29202785.0;58764972.0;5143195.0;46056512.0;14701191.0;956134.0;1859502.0;29041136.0;6846498.0;81583042.0
28-09-2019;2357417.0;23067914.0;200003700.0;76597636.0;19668380.0;7342452.0;26548806.0;46725833.0;6339816.0;42743028.0;17057417.0;9454700.0;1741508.0;24678025.0;4787970.0;67369531.0
29-09-2019;2855953.0;24692209.0;210272666.0;58986193.0;39865781.0;13499474.0;27559057.0;29265644.0;4024975.0;47088164.0;21597300.0;4944600.0;1849612.0;32878316.0;5736044.0;72302824.0
