dt;treatment_flag;gross_amt_base;gross_amt_cross;gross_amt_other;unit_cnt_base;unit_cnt_cross;unit_cnt_other
04-12-2019;control;199647659.0;40676723.0;79816429.0;7613.0;2009.0;1479.0
05-12-2019;control;173832780.0;39787281.0;55520640.0;5118.0;2908.0;679.0
06-12-2019;control;171348375.0;24513152.0;51091608.0;3190.0;2080.0;601.0
07-12-2019;control;117488169.0;18401570.0;37346153.0;3464.0;1106.0;328.0
08-12-2019;control;76987461.0;7750435.0;24628867.0;1057.0;303.0;145.0
09-12-2019;control;182920016.0;44294317.0;51731754.0;8647.0;5039.0;639.0
10-12-2019;control;201434726.0;34820130.0;56763236.0;6615.0;1828.0;1473.0
11-12-2019;control;222760587.0;42436128.0;49047306.0;8326.0;2319.0;1152.0
12-12-2019;control;162467676.0;32554554.0;42690812.0;4783.0;1817.0;481.0
13-12-2019;control;151647205.0;29183912.0;38334510.0;3600.0;1295.0;357.0
14-12-2019;control;146481850.0;24426163.0;44126776.0;3503.0;1683.0;341.0
15-12-2019;control;105798704.0;13463451.0;34474758.0;1211.0;449.0;252.0
16-12-2019;control;199946493.0;38391050.0;52064040.0;8591.0;3999.0;667.0
17-12-2019;control;180520883.0;30571478.0;40491384.0;3754.0;2037.0;500.0
18-12-2019;control;158882593.0;24858246.0;44099487.0;4564.0;1814.0;414.0
19-12-2019;control;176516560.0;36413688.0;30928769.0;6818.0;3270.0;1190.0
20-12-2019;control;147193617.0;23809741.0;37407803.0;6712.0;1058.0;234.0
21-12-2019;control;91687064.0;13303534.0;21851140.0;4048.0;668.0;149.0
22-12-2019;control;65922933.0;14558728.0;16438603.0;1644.0;591.0;168.0
23-12-2019;control;133237760.0;19059907.0;31335672.0;2688.0;1613.0;312.0
24-12-2019;control;83284226.0;22332588.0;28783475.0;4197.0;1327.0;823.0
25-12-2019;control;42524176.0;6317338.0;18557790.0;542.0;633.0;150.0
26-12-2019;control;141946702.0;33016596.0;32850663.0;3354.0;2158.0;547.0
27-12-2019;control;149506418.0;20394427.0;26548421.0;4307.0;1669.0;192.0
28-12-2019;control;103697651.0;19138100.0;21616389.0;3353.0;1164.0;319.0
29-12-2019;control;49291640.0;6994327.0;16019241.0;767.0;289.0;144.0
30-12-2019;control;111409895.0;22006715.0;25337043.0;3142.0;1035.0;264.0
31-12-2019;control;45020764.0;10965662.0;18374577.0;809.0;852.0;147.0
02-01-2020;control;94962680.0;11766846.0;40328412.0;1148.0;442.0;1051.0
03-01-2020;control;66957036.0;9148440.0;20931316.0;1004.0;354.0;142.0
04-01-2020;control;57329815.0;7103087.0;20177689.0;854.0;280.0;120.0
05-01-2020;control;36019682.0;4881610.0;12120168.0;349.0;131.0;90.0
06-01-2020;control;49292078.0;11469480.0;13727642.0;609.0;534.0;266.0
07-01-2020;control;88853826.0;15878304.0;22480368.0;1081.0;444.0;189.0
08-01-2020;control;65205931.0;12779596.0;15616903.0;1271.0;420.0;126.0
09-01-2020;control;107391555.0;23130563.0;45269057.0;1959.0;852.0;310.0
10-01-2020;control;79182815.0;14605261.0;38706629.0;1193.0;352.0;185.0
11-01-2020;control;60565719.0;14963070.0;13987050.0;799.0;349.0;159.0
12-01-2020;control;50988668.0;8469226.0;17103952.0;1715.0;243.0;171.0
13-01-2020;control;81790094.0;12962235.0;28094427.0;1203.0;417.0;238.0
14-01-2020;control;104472512.0;16031565.0;35587062.0;2790.0;546.0;270.0
15-01-2020;control;66798357.0;8560559.0;31226316.0;2014.0;321.0;201.0
16-01-2020;control;104135742.0;17234863.0;37141882.0;2050.0;645.0;275.0
17-01-2020;control;78638477.0;9229331.0;36012799.0;1081.0;374.0;263.0
18-01-2020;control;78174210.0;11105078.0;23291347.0;1003.0;275.0;157.0
19-01-2020;control;55096858.0;13151187.0;24518791.0;672.0;380.0;318.0
20-01-2020;control;77853609.0;11503819.0;26680665.0;1764.0;478.0;297.0
21-01-2020;control;123098260.0;17621876.0;49670981.0;2428.0;737.0;381.0
22-01-2020;control;85523191.0;12412945.0;22002593.0;1660.0;413.0;223.0
23-01-2020;control;85646225.0;11549371.0;28013126.0;1099.0;357.0;243.0
24-01-2020;control;84591567.0;11479045.0;38978099.0;1857.0;470.0;207.0
25-01-2020;control;77985642.0;12405150.0;35243714.0;1057.0;501.0;228.0
26-01-2020;control;64084106.0;13156867.0;29525105.0;911.0;415.0;233.0
27-01-2020;control;99967614.0;14490885.0;35108750.0;1632.0;526.0;248.0
28-01-2020;control;84581717.0;16043653.0;30743528.0;1185.0;748.0;241.0
29-01-2020;control;84655731.0;11049549.0;28866481.0;1801.0;437.0;581.0
30-01-2020;control;111737554.0;19045083.0;47343840.0;1582.0;840.0;336.0
31-01-2020;control;91876174.0;9733642.0;28924872.0;1310.0;594.0;201.0
01-02-2020;control;74063256.0;9515007.0;28333605.0;845.0;336.0;253.0
02-02-2020;control;59245588.0;9259509.0;24030105.0;894.0;345.0;248.0
03-02-2020;control;93215623.0;13282381.0;20549033.0;1447.0;373.0;169.0
04-02-2020;control;111934104.0;13850723.0;33587368.0;2449.0;536.0;266.0
05-02-2020;control;90138235.0;10678761.0;25189056.0;1449.0;668.0;351.0
06-02-2020;control;85678719.0;15888601.0;43586830.0;1781.0;733.0;353.0
07-02-2020;control;71655049.0;9844756.0;25261695.0;979.0;313.0;237.0
08-02-2020;control;58962365.0;6585841.0;23560184.0;1127.0;223.0;118.0
09-02-2020;control;53149575.0;7394733.0;27079945.0;604.0;219.0;150.0
10-02-2020;control;83133723.0;9992498.0;38524697.0;1114.0;369.0;263.0
11-02-2020;control;97721078.0;14615085.0;37291554.0;2015.0;382.0;273.0
12-02-2020;control;118511271.0;18581505.0;47278549.0;1873.0;1468.0;400.0
13-02-2020;control;106512484.0;14500907.0;31189578.0;1989.0;603.0;265.0
14-02-2020;control;81209971.0;9200672.0;32987486.0;928.0;325.0;221.0
15-02-2020;control;56348744.0;5361758.0;31822724.0;966.0;189.0;206.0
16-02-2020;control;52938795.0;5819949.0;30464919.0;557.0;208.0;170.0
17-02-2020;control;75771913.0;10602912.0;30036359.0;1508.0;397.0;260.0
18-02-2020;control;82509574.0;13075942.0;24298738.0;1236.0;728.0;275.0
19-02-2020;control;102682744.0;16309728.0;32640787.0;1541.0;370.0;277.0
20-02-2020;control;96261203.0;18690180.0;33594305.0;2332.0;1705.0;242.0
21-02-2020;control;85889015.0;14991611.0;34323925.0;1670.0;1072.0;309.0
22-02-2020;control;63386727.0;11356358.0;24875811.0;727.0;502.0;258.0
23-02-2020;control;59532106.0;10960594.0;32657161.0;851.0;402.0;307.0
24-02-2020;control;89973087.0;16631468.0;36212684.0;1718.0;735.0;383.0
25-02-2020;control;112293405.0;16043023.0;38020730.0;2215.0;609.0;362.0
26-02-2020;control;125708204.0;13665504.0;44940110.0;2858.0;625.0;858.0
27-02-2020;control;136113585.0;16953065.0;57408146.0;2812.0;688.0;383.0
28-02-2020;control;109424342.0;11021428.0;35025702.0;1553.0;401.0;294.0
29-02-2020;control;95815886.0;10584330.0;38099913.0;1023.0;294.0;284.0
01-03-2020;control;93557128.0;10273973.0;43281222.0;1211.0;346.0;344.0
02-03-2020;control;105368993.0;12992567.0;50903222.0;2741.0;481.0;987.0
03-03-2020;control;120380281.0;25177021.0;57638289.0;2743.0;913.0;355.0
04-03-2020;control;102801977.0;12917466.0;42615961.0;1817.0;563.0;612.0
05-03-2020;control;113764324.0;11746048.0;37786432.0;1917.0;436.0;269.0
06-03-2020;control;91140257.0;19249228.0;45556237.0;1835.0;746.0;383.0
07-03-2020;control;87342535.0;12100211.0;38522293.0;1399.0;567.0;248.0
08-03-2020;control;69025060.0;15095047.0;38319192.0;1420.0;484.0;291.0
09-03-2020;control;133784600.0;20455035.0;64581621.0;2289.0;834.0;513.0
10-03-2020;control;120946660.0;28986747.0;62412706.0;2805.0;1485.0;623.0
11-03-2020;control;127562177.0;22019900.0;62878252.0;2961.0;1026.0;528.0
12-03-2020;control;119509085.0;21427554.0;50775971.0;2675.0;959.0;444.0
13-03-2020;control;112857056.0;15646002.0;40420231.0;2937.0;766.0;407.0
14-03-2020;control;97597750.0;13998918.0;39923921.0;1541.0;588.0;355.0
15-03-2020;control;106036646.0;15888233.0;43420699.0;2405.0;917.0;426.0
16-03-2020;control;132088037.0;21220542.0;54842899.0;2656.0;1188.0;472.0
17-03-2020;control;132168035.0;24917076.0;44158534.0;2374.0;1064.0;440.0
18-03-2020;control;103661705.0;19322164.0;40619928.0;3470.0;1440.0;530.0
19-03-2020;control;151683047.0;30504371.0;62433446.0;3778.0;1887.0;919.0
20-03-2020;treatment;127003108.0;27129494.0;60351752.0;1906.0;1240.0;739.0
21-03-2020;treatment;152443233.0;39376067.0;80696748.0;2607.0;2623.0;1332.0
22-03-2020;treatment;202235680.0;56589100.0;112921132.0;4420.0;4622.0;1754.0
23-03-2020;treatment;168457418.0;48488375.0;106881940.0;3340.0;3999.0;1485.0
24-03-2020;treatment;229204260.0;66039915.0;107523935.0;5069.0;5226.0;1566.0
25-03-2020;treatment;237979398.0;69633363.0;116865933.0;5776.0;5716.0;1755.0
26-03-2020;treatment;229656329.0;74548358.0;101944162.0;4527.0;6305.0;1639.0
27-03-2020;treatment;182355273.0;50083331.0;83701918.0;3384.0;4339.0;1179.0
28-03-2020;treatment;143373518.0;39358439.0;77304274.0;2865.0;2918.0;1119.0
29-03-2020;treatment;134506992.0;37192113.0;77812231.0;2983.0;2758.0;1031.0
30-03-2020;treatment;299751984.0;78960287.0;112800998.0;7306.0;6285.0;1738.0
31-03-2020;treatment;289020902.0;77743042.0;107438182.0;5485.0;6568.0;1832.0
01-04-2020;treatment;343957684.0;91999818.0;141460416.0;7450.0;7294.0;2653.0
02-04-2020;treatment;291106462.0;85537610.0;108155845.0;7073.0;7036.0;1925.0
03-04-2020;treatment;355413202.0;100963924.0;135525015.0;7673.0;9088.0;2247.0
04-04-2020;treatment;380323567.0;112777109.0;174025500.0;7602.0;7836.0;2726.0
05-04-2020;treatment;286064026.0;92691392.0;145477750.0;6148.0;7611.0;2309.0
06-04-2020;treatment;479387850.0;149047846.0;214196017.0;10324.0;11616.0;3535.0
07-04-2020;treatment;476982735.0;147915071.0;205867926.0;11410.0;12642.0;3265.0
08-04-2020;treatment;570316100.0;174917636.0;209041485.0;14313.0;12882.0;3825.0
09-04-2020;treatment;421191364.0;141901463.0;199486878.0;10411.0;11886.0;3528.0
10-04-2020;treatment;347504748.0;117113120.0;156844006.0;7862.0;9341.0;3023.0
11-04-2020;treatment;499476341.0;173308007.0;229132229.0;15324.0;13632.0;4103.0
12-04-2020;treatment;434134237.0;147723631.0;207903123.0;9726.0;11768.0;3620.0
13-04-2020;treatment;572260872.0;197226386.0;242628743.0;17697.0;14812.0;4315.0
14-04-2020;treatment;601488910.0;198993172.0;240582845.0;16296.0;14146.0;4585.0
15-04-2020;treatment;634878993.0;178206424.0;254399707.0;17803.0;13460.0;5282.0
16-04-2020;treatment;587282556.0;172115301.0;226927262.0;14730.0;14056.0;4258.0
17-04-2020;treatment;687768332.0;199394615.0;278299884.0;17305.0;13786.0;4925.0
18-04-2020;treatment;5.863.023.166.666.660;18.227.658.816.666.600;24.179.026.066.666.600;15.592.833.333.333.300;13.671.333.333.333.300;4497.5
19-04-2020;treatment;550938073.0;199389293.0;288503263.0;12450.0;13803.0;4991.0
20-04-2020;treatment;653435788.0;194438918.0;289231769.0;14917.0;13984.0;5571.0
21-04-2020;treatment;622860748.4;188708910.2;267472377.0;15441.0;13817.8;5005.4
22-04-2020;treatment;619856187.25;191334531.75;270740544.5;14850.5;13907.25;4936.25
23-04-2020;treatment;622758138.0;184266276.0;265498772.0;15952.0;12952.0;4443.0
24-04-2020;treatment;653532062.0;185191101.0;295060879.0;14588.0;12720.0;4748.0
25-04-2020;treatment;634649561.0;176797550.0;301963259.0;11167.0;11625.0;4813.0
26-04-2020;treatment;526005965.0;168409942.0;266086001.0;10159.0;12167.0;4586.0
27-04-2020;treatment;609236431.5;178666217.25;282152227.75;12966.5;12366.0;4647.5
28-04-2020;treatment;681898156.0;191774529.0;279128978.0;14375.0;13087.0;4944.0
29-04-2020;treatment;646224992.0;178122941.0;274893201.0;14925.0;12927.0;4396.0
30-04-2020;treatment;605359176.0;163306707.0;243402207.0;11060.0;10593.0;4056.0
01-05-2020;treatment;639256890.0;199392272.0;299056382.0;12679.0;13357.0;4922.0
02-05-2020;treatment;597151895.0;173090769.0;279331923.0;10747.0;11590.0;4461.0
03-05-2020;treatment;520392764.0;158818335.0;261633874.0;9666.0;9917.0;4132.0
04-05-2020;treatment;639870771.0;166152573.0;257698512.0;13063.0;11304.0;4218.0
05-05-2020;treatment;666119663.0;162574040.0;231620095.0;11463.0;10254.0;3739.0
06-05-2020;treatment;691519623.0;161850030.0;269758387.0;13985.0;9765.0;4208.0
07-05-2020;treatment;641303378.0;161050601.0;257768549.0;11824.0;10665.0;3967.0
08-05-2020;treatment;585476917.0;130733008.0;212908681.0;11641.0;7667.0;3357.0
09-05-2020;treatment;598643190.0;145490290.0;245412921.0;11335.0;8895.0;3759.0
10-05-2020;treatment;367366199.0;95719758.0;183373759.0;5314.0;5203.0;2785.0
11-05-2020;treatment;621652496.0;155977803.0;226409106.0;11057.0;9282.0;3880.0
12-05-2020;treatment;628101220.0;147616692.0;231044642.0;10891.0;8751.0;4128.0
13-05-2020;treatment;597421155.0;138315014.0;229644438.0;11374.0;8927.0;3453.0
14-05-2020;treatment;498712576.0;115284928.0;205715392.0;8910.0;7165.0;3465.0
15-05-2020;treatment;506023377.0;119651325.0;220764765.0;9474.0;7084.0;3206.0
16-05-2020;treatment;564550830.0;139645424.0;301542636.0;9934.0;8499.0;3883.0
17-05-2020;treatment;499791670.0;136032430.0;238874858.0;8987.0;7823.0;3659.0
18-05-2020;treatment;593837990.0;142933684.0;255431846.0;12772.0;9816.0;3711.0
19-05-2020;treatment;481356797.0;110273348.0;207554320.0;12458.0;7537.0;3028.0
20-05-2020;treatment;534974838.0;114714701.0;200368598.0;11350.0;7133.0;3047.0
21-05-2020;treatment;515650112.0;119629102.0;211588943.0;9926.0;7658.0;2992.0
22-05-2020;treatment;449529426.0;93858407.0;172627653.0;8027.0;6120.0;2876.0
23-05-2020;treatment;496396771.0;123806402.0;239285574.0;9657.0;7112.0;3256.0
24-05-2020;treatment;449610122.0;113655942.0;238156917.0;6371.0;6905.0;3052.0
25-05-2020;treatment;445800750.0;127722761.0;249711934.0;8272.0;7597.0;3531.0
26-05-2020;treatment;525655590.0;117281809.0;208027166.0;9890.0;6985.0;3156.0
27-05-2020;treatment;410776843.0;90541689.0;172313053.0;7436.0;5418.0;2494.0
28-05-2020;treatment;440828604.0;100638892.0;191184587.0;8674.0;6052.0;2532.0
29-05-2020;treatment;410761869.0;90675478.0;206055424.0;8253.0;5632.0;2472.0
30-05-2020;treatment;458140913.0;113422992.0;236276090.0;9041.0;6416.0;3477.0
31-05-2020;treatment;431454914.0;112769930.0;230563524.0;6607.0;6522.0;3383.0
01-06-2020;treatment;411029384.0;96176612.0;171215301.0;8270.0;5867.0;2786.0
02-06-2020;treatment;384678037.0;96497616.0;180453283.0;7651.0;6283.0;2522.0
03-06-2020;treatment;433705250.0;96980796.0;183593066.0;9765.0;5872.0;2593.0
04-06-2020;treatment;365613335.0;79155491.0;158535295.0;6559.0;4749.0;2498.0
05-06-2020;treatment;355978204.0;76787830.0;169044721.0;6993.0;4898.0;2657.0
06-06-2020;treatment;348374199.0;86678282.0;169355052.0;5949.0;5244.0;2432.0
07-06-2020;treatment;302008878.0;82960292.0;161970210.0;4576.0;4871.0;2306.0
08-06-2020;treatment;341619546.0;71500675.0;158032221.0;7166.0;4377.0;2294.0
09-06-2020;treatment;339472143.0;80705844.0;154950329.0;7363.0;4811.0;2437.0
10-06-2020;treatment;313993769.0;74800628.0;138280340.0;5995.0;4115.0;2092.0
11-06-2020;treatment;285796612.0;58696965.0;139090462.0;4646.0;3814.0;1837.0
12-06-2020;treatment;304659530.0;78082516.0;146810361.0;7260.0;4802.0;2214.0
13-06-2020;treatment;219764833.0;60714758.0;120956092.0;3859.0;3339.0;1747.0
14-06-2020;treatment;265942452.0;74315800.0;163494370.0;5718.0;4587.0;2329.0
15-06-2020;treatment;269235317.0;73181647.0;148879246.0;4751.0;4275.0;2706.0
16-06-2020;treatment;307459922.0;69824814.0;135620484.0;6296.0;4107.0;1961.0
17-06-2020;treatment;334308292.0;76121991.0;155467030.0;6011.0;4520.0;2450.0
18-06-2020;treatment;260295857.0;58734103.0;115687091.0;5161.0;3010.0;1625.0
19-06-2020;treatment;2.761.677.788.333.330;6.881.551.883.333.330;140017385.5;5.299.333.333.333.330;3973.0;21.363.333.333.333.300
20-06-2020;treatment;287448368.0;70435671.0;143829644.2;5587.4;4099.8;2214.2
21-06-2020;treatment;394533340.0;98527979.0;236938049.0;5196.0;5029.0;2850.0
22-06-2020;treatment;418963203.0;96368682.0;218526904.0;6829.0;5108.0;3040.0
23-06-2020;treatment;392069428.0;94340016.0;183135341.0;7033.0;4940.0;2757.0
24-06-2020;treatment;399420325.0;88556371.0;174487593.0;8334.0;5816.0;2580.0
25-06-2020;treatment;368778390.0;91002537.0;174801361.0;6802.0;5080.0;2573.0
26-06-2020;treatment;292886567.0;73767165.0;137309538.0;5422.0;4686.0;2039.0
27-06-2020;treatment;364188940.0;96811956.0;192641446.0;6526.0;5925.0;2692.0
28-06-2020;treatment;278604522.0;80223023.0;151327522.0;4163.0;5023.0;3050.0
29-06-2020;treatment;362149994.0;107530015.0;206078104.0;6002.0;6163.0;3113.0
30-06-2020;treatment;320186803.0;80022639.0;146079550.0;6223.0;4825.0;2703.0
01-07-2020;treatment;275096902.0;66830915.0;134748977.0;5433.0;3945.0;1788.0
02-07-2020;treatment;242845761.0;51234208.0;94633591.0;4941.0;2967.0;1429.0
03-07-2020;treatment;3.071.788.203.333.330;80442126.0;15.425.153.166.666.600;5548.0;4808.0;2462.5
04-07-2020;treatment;505661922.0;115503451.0;242889201.0;7556.0;6520.0;3392.0
05-07-2020;treatment;437873942.0;97792894.0;182126111.0;7895.0;5729.0;2858.0
06-07-2020;treatment;964456890.0;197582094.0;16599000.0;10130.0;8298.0;1280.0
07-07-2020;treatment;1025567252.0;223159471.0;16000510.0;11812.0;9164.0;307.0
08-07-2020;treatment;889470441.0;187317221.0;12290827.0;9287.0;7482.0;578.0
09-07-2020;treatment;973266112.0;208613087.0;15795478.0;11933.0;7936.0;325.0
10-07-2020;treatment;841218159.0;175245233.0;18166053.0;8728.0;7163.0;337.0
11-07-2020;treatment;789978797.0;182137016.0;22434786.0;7308.0;7896.0;376.0
12-07-2020;treatment;813091272.0;200552889.0;21432053.0;8201.0;7954.0;344.0
13-07-2020;treatment;833557198.0;177195010.0;21484535.0;9735.0;7239.0;364.0
14-07-2020;treatment;884190865.0;191505097.0;20311344.0;10425.0;8078.0;533.0
15-07-2020;treatment;1046599481.0;204786575.0;27048143.0;10505.0;8312.0;580.0
16-07-2020;treatment;934104286.0;171446834.0;18361315.0;10711.0;6831.0;345.0
17-07-2020;treatment;1157510132.0;224412217.0;29729969.0;11863.0;8609.0;451.0
18-07-2020;treatment;1236920305.0;231950709.0;38838588.0;10375.0;9029.0;538.0
19-07-2020;treatment;10.154.803.778.333.300;20.021.607.366.666.600;25.962.315.666.666.600;10.602.333.333.333.300;8.016.333.333.333.330;468.5
20-07-2020;treatment;1051865013.8;204820286.4;26857871.8;10775.8;8171.8;489.4
21-07-2020;treatment;1081581476.0;214526403.0;32611829.0;10153.0;9490.0;494.0
22-07-2020;treatment;893836098.0;185357509.0;24723811.0;11589.0;7520.0;490.0
23-07-2020;treatment;999414136.0;184186879.0;26498626.0;10680.0;7364.0;538.0
24-07-2020;treatment;839407714.0;177746841.0;32869497.0;7603.0;6951.0;457.0
25-07-2020;treatment;897411380.0;196346875.0;30447226.0;7934.0;7702.0;489.0
26-07-2020;treatment;705054136.0;168546094.0;29891759.0;7180.0;7749.0;522.0
27-07-2020;treatment;9.027.841.566.666.660;18.778.510.016.666.600;29.507.124.666.666.600;9.189.833.333.333.330;7796.0;4.983.333.333.333.330
28-07-2020;treatment;1312425480.0;227766795.0;45120576.0;12546.0;8616.0;869.0
29-07-2020;treatment;1157721852.0;196270112.0;36511899.0;9902.0;7786.0;621.0
30-07-2020;treatment;982404112.4;193335343.4;34968191.4;9033.0;7760.8;591.6
31-07-2020;treatment;1210382673.0;227727560.0;48552909.0;10827.0;9285.0;800.0
01-08-2020;treatment;1268292488.0;238574554.0;58056971.0;11951.0;10439.0;875.0
02-08-2020;treatment;1157948005.0;251638470.0;53986462.0;9204.0;9514.0;1121.0
03-08-2020;treatment;1221354099.6;228395498.2;48445763.4;10886.0;9128.0;857.2
05-08-2020;treatment;1190127547.0;226618374.0;51870793.0;12518.0;10039.0;1103.0
06-08-2020;treatment;968514120.0;170810193.0;45304116.0;7740.0;6908.0;753.0
07-08-2020;treatment;1120786815.0;222167305.0;53646273.0;10231.0;8993.0;876.0
08-08-2020;treatment;1029395904.0;200489816.0;48843923.0;9402.0;8304.0;934.0
09-08-2020;treatment;933511409.0;215809860.0;55385392.0;8021.0;8969.0;746.0
10-08-2020;treatment;1101007473.0;211208294.0;50594698.0;10748.0;8860.0;866.0
11-08-2020;treatment;995008485.0;175902951.0;42316659.0;11493.0;7393.0;723.0
12-08-2020;treatment;1039901475.0;193293074.0;37985369.0;9909.0;8014.0;754.0
13-08-2020;treatment;912551291.0;159500271.0;39031394.0;10630.0;6620.0;618.0
14-08-2020;treatment;1140011880.0;189077425.0;51843852.0;11497.0;7643.0;904.0
15-08-2020;treatment;1092255820.0;208178755.0;61247285.0;10517.0;8337.0;870.0
16-08-2020;treatment;930196349.0;194354096.0;48968924.0;7799.0;7785.0;827.0
17-08-2020;treatment;1046085170.0;214155038.0;61781428.0;10007.0;9357.0;1088.0
18-08-2020;treatment;1036329441.0;185267564.0;39957200.0;10474.0;7744.0;1055.0
19-08-2020;treatment;1176426796.0;228712519.0;64971628.0;11916.0;8131.0;1056.0
20-08-2020;treatment;1266790271.0;221905826.0;67806948.0;12250.0;8688.0;1155.0
21-08-2020;treatment;1281862181.0;221842601.0;60324178.0;13065.0;8388.0;1020.0
22-08-2020;treatment;993879297.0;180529023.0;50329295.0;9184.0;8100.0;808.0
23-08-2020;treatment;805171933.0;156805412.0;41473981.0;7583.0;6804.0;886.0
24-08-2020;treatment;886129160.0;161962483.0;46404927.0;9063.0;7207.0;768.0
25-08-2020;treatment;912946283.0;167155478.0;42238352.0;12798.0;6949.0;780.0
26-08-2020;treatment;693781078.0;108026163.0;32858526.0;6310.0;4473.0;626.0
27-08-2020;treatment;1004148449.0;182999660.0;49901071.0;10818.0;6463.0;886.0
28-08-2020;treatment;934512828.0;171343694.0;43597204.0;9249.0;6469.0;728.0
29-08-2020;treatment;815470322.0;161510970.0;41043224.0;7079.0;5592.0;771.0
30-08-2020;treatment;931091415.0;167696982.0;53891269.0;7801.0;6458.0;921.0
31-08-2020;treatment;931804706.0;165132309.0;43093088.0;12341.0;6074.0;772.0
